INFO 2025-08-07 22:03:23,241 autoreload Watching for file changes with StatReloader
ERROR 2025-08-07 23:41:37,676 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-07 23:41:37,687 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:37,729 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:41:37,732 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-07 23:41:41,069 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:41,078 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:41:41,103 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:41,113 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:41:45,265 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-07 23:41:45,290 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-07 23:41:45,325 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:45,327 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-07 23:41:45,395 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:45,416 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:41:45,479 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:41:49,094 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-07 23:41:49,112 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-07 23:41:49,120 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:49,144 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:41:49,146 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-07 23:41:49,163 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:49,173 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:41:53,103 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:53,113 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:41:53,148 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:53,159 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:41:57,080 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-07 23:41:57,096 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-07 23:41:57,126 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:57,128 notification_consumers User  admin disconnected from WebSocket : 1006)
INFO 2025-08-07 23:41:57,136 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:41:57,167 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:41:57,174 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:01,115 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:01,246 notification_consumers User  admin disconnected from WebSocket : 1001)
ERROR 2025-08-07 23:42:01,249 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:01,264 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:01,288 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:01,307 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:05,108 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:05,111 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-07 23:42:05,176 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:05,191 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:05,260 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:05,313 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:42:09,088 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-07 23:42:09,104 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-07 23:42:09,144 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:09,146 notification_consumers User  admin disconnected from WebSocket : 1006)
INFO 2025-08-07 23:42:09,153 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:09,201 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:09,212 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:42:13,098 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-07 23:42:13,115 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-07 23:42:13,120 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:13,138 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:42:13,146 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-07 23:42:13,161 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:13,170 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:17,188 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
ERROR 2025-08-07 23:42:17,336 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
ERROR 2025-08-07 23:42:17,457 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:17,484 notification_consumers User  admin disconnected from WebSocket : 1001)
INFO 2025-08-07 23:42:17,491 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:42:17,492 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:21,108 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:21,117 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:21,142 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:21,214 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:25,083 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:25,090 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:25,115 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:25,122 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:29,088 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:29,097 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:29,118 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:29,126 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:33,077 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:33,085 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:33,105 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:33,115 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:37,062 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:37,069 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:37,090 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:37,099 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:41,087 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:41,096 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:41,129 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:41,138 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:45,080 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:45,095 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:45,118 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:45,128 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:42:49,184 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-07 23:42:49,199 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-07 23:42:49,215 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:49,281 notification_consumers User  admin disconnected from WebSocket : 1006)
INFO 2025-08-07 23:42:49,283 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:49,287 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:49,317 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:53,080 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:53,088 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:53,119 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:53,128 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:57,087 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:57,100 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:42:57,128 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:42:57,140 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:01,063 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:01,070 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:01,093 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:01,101 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:05,063 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:05,072 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:05,097 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:05,105 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:09,067 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:09,075 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:09,099 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:09,107 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:13,061 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:13,069 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:13,088 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:13,096 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:17,065 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:17,073 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:17,091 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:17,099 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:21,068 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:21,080 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:21,116 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:21,127 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:25,088 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:25,098 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:25,113 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:25,122 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:29,091 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:29,099 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:29,132 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:29,141 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:43:33,084 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-07 23:43:33,095 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-07 23:43:33,100 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:33,116 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:43:33,118 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-07 23:43:33,136 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:33,145 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:37,071 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:37,079 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:37,108 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:37,118 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:41,395 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:41,404 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-07 23:43:41,441 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:41,449 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:41,522 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:41,540 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:45,396 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
ERROR 2025-08-07 23:43:45,470 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:45,547 notification_consumers User  admin disconnected from WebSocket : 1001)
INFO 2025-08-07 23:43:45,549 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:45,553 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:45,567 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:49,068 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:49,075 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:49,099 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:49,107 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:53,073 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:53,081 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:53,103 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:53,112 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-07 23:43:57,072 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-07 23:43:57,082 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
INFO 2025-08-07 23:43:57,104 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-07 23:43:57,107 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:57,114 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:43:57,140 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:43:57,150 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:44:01,065 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:44:01,073 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:44:01,092 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:44:01,101 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:44:05,063 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:44:05,072 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:44:05,097 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:44:05,106 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:44:09,067 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:44:09,075 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:44:09,100 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:44:09,111 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-07 23:44:13,074 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-07 23:44:13,082 notification_consumers User  admin disconnected from WebSocket : 4000)
